Id;Project;MainFT;RelatedFT;Category
1102;LichuanLu-ShunUI-FX;javafx.fxml.Initializable#;javafx.scene.layout.VBox#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-FIELD_DECLARATION-
1103;LichuanLu-ShunUI-FX;javafx.fxml.Initializable#;javafx.scene.chart.NumberAxis.DefaultFormatter#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1104;LichuanLu-ShunUI-FX;javafx.fxml.Initializable#;javafx.scene.chart.XYChart#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1105;akdiallo-AppScool;javafx.stage.Stage#;javafx.stage.Stage#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1106;akdiallo-AppScool;javafx.application.Application#;javafx.scene.layout.AnchorPane#javafx.fxml.Initializable#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1107;GimVic-app-GimVic-Desktop;javafx.event.EventHandler#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1108;geyrix57-Proyecto_1_Bases;javafx.util.Callback#;javafx.scene.control.TableCell#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1109;geyrix57-Proyecto_1_Bases;javafx.fxml.Initializable#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1110;geyrix57-Proyecto_1_Bases;javafx.util.Callback#;javafx.scene.control.TableCell#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1111;geyrix57-Proyecto_1_Bases;javafx.fxml.Initializable#;javafx.beans.value.ChangeListener#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1112;geyrix57-Proyecto_1_Bases;javafx.fxml.Initializable#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1113;geyrix57-Proyecto_1_Bases;javafx.fxml.Initializable#;javafx.scene.layout.StackPane#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-FIELD_DECLARATION-
1114;geyrix57-Proyecto_1_Bases;javafx.scene.layout.StackPane#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1115;geyrix57-Proyecto_1_Bases;javafx.fxml.Initializable#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1116;geyrix57-Proyecto_1_Bases;javafx.fxml.Initializable#;javafx.scene.control.Button#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1117;geyrix57-Proyecto_1_Bases;javafx.fxml.Initializable#;javafx.scene.control.TableCell#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1118;geyrix57-Proyecto_1_Bases;javafx.fxml.Initializable#;javafx.util.Callback#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1119;geyrix57-Proyecto_1_Bases;javafx.scene.control.TableCell#;javafx.scene.control.Button#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1120;geyrix57-Proyecto_1_Bases;javafx.fxml.Initializable#;javafx.scene.layout.StackPane#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-FIELD_DECLARATION-
1121;geyrix57-Proyecto_1_Bases;javafx.application.Application#;javafx.scene.layout.StackPane#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1122;geyrix57-Proyecto_1_Bases;javafx.application.Application#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1123;geyrix57-Proyecto_1_Bases;javafx.util.Callback#;javafx.scene.control.TableCell#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1124;geyrix57-Proyecto_1_Bases;javafx.util.Callback#;javafx.scene.control.Button#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1125;geyrix57-Proyecto_1_Bases;javafx.util.Callback#;javafx.scene.control.TableCell#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1126;gpshenoy-Bank354;javafx.application.Application#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1127;fChristenson-cv;javafx.scene.image.ImageView#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1128;fChristenson-cv;javafx.scene.shape.Circle#;javafx.beans.value.ChangeListener#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1129;fChristenson-cv;javafx.scene.shape.Circle#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1130;fChristenson-cv;javafx.application.Application#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1131;fChristenson-cv;javafx.application.Application#;javafx.scene.image.ImageView#;FIELD_DECLARATION-FIELD_DECLARATION-FIELD_DECLARATION-FIELD_DECLARATION-
1132;fChristenson-cv;javafx.application.Application#;javafx.scene.shape.Circle#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1133;fChristenson-cv;javafx.application.Application#;javafx.scene.image.ImageView#;FIELD_DECLARATION-
1134;fChristenson-cv;javafx.event.EventHandler#;javafx.scene.shape.Circle#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1135;fChristenson-cv;javafx.event.EventHandler#;javafx.scene.shape.Circle#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1136;brunoborges-fx2048;javafx.scene.Group#;javafx.scene.control.Label#;CLIENT_METHOD_DECLARATION-RETURN_TYPE-CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-
1137;brunoborges-fx2048;javafx.scene.Group#;javafx.beans.value.ChangeListener#;CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-FIELD_DECLARATION-
1138;brunoborges-fx2048;javafx.scene.Group#;javafx.scene.Group#;FIELD_DECLARATION-
1139;brunoborges-fx2048;javafx.scene.Group#;javafx.scene.control.Label#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-
1140;brunoborges-fx2048;javafx.scene.layout.StackPane#;javafx.scene.Group#;CLIENT_METHOD_DECLARATION-RETURN_TYPE-FIELD_DECLARATION-
1141;brunoborges-fx2048;javafx.application.Application#;javafx.scene.layout.StackPane#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-FIELD_DECLARATION-
1142;JoshuaHanrahan-DVDCollectionApp;javafx.fxml.Initializable#;javafx.beans.value.ChangeListener#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1143;bfurner27-CS-246;javafx.application.Application#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1144;scheuchzer-raspi-fx-button;javafx.application.Application#;javafx.fxml.Initializable#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1145;scheuchzer-raspi-fx-button;javafx.application.Application#;javafx.fxml.Initializable#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1146;scheuchzer-raspi-fx-button;javafx.fxml.Initializable#;javafx.beans.value.ChangeListener#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1147;borissuska-csv-tools;javafx.fxml.Initializable#;javafx.beans.value.ChangeListener#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-OVERRIDING_METHOD_DECLARATION-INSTANTIATION-OVERRIDING_METHOD_DECLARATION-INSTANTIATION-OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1148;borissuska-csv-tools;javafx.fxml.Initializable#;javafx.beans.value.ChangeListener#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1149;DC37-Super-Mario-Paint;javafx.application.Application#;javafx.beans.value.ChangeListener#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1150;DC37-Super-Mario-Paint;javafx.application.Application#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1151;DC37-Super-Mario-Paint;javafx.application.Application#;javafx.beans.value.ChangeListener#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1152;DC37-Super-Mario-Paint;javafx.application.Application#;javafx.concurrent.Task#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1153;DC37-Super-Mario-Paint;javafx.scene.image.ImageView#;javafx.scene.image.ImageView#;FIELD_DECLARATION-
1154;DC37-Super-Mario-Paint;javafx.event.EventHandler#;javafx.application.Application#;OVERRIDING_METHOD_DECLARATION-METHOD_CALL-
1155;DC37-Super-Mario-Paint;javafx.concurrent.Service#;javafx.concurrent.Task#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1156;DC37-Super-Mario-Paint;javafx.event.EventHandler#;javafx.application.Application#;OVERRIDING_METHOD_DECLARATION-METHOD_CALL-
1157;DC37-Super-Mario-Paint;javafx.event.EventHandler#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1158;DC37-Super-Mario-Paint;javafx.event.EventHandler#;javafx.scene.image.ImageView#;CLIENT_METHOD_DECLARATION-INSTANTIATION-FIELD_DECLARATION-
1159;Orlando80-mongo_management_studio;javafx.util.Callback#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1160;Orlando80-mongo_management_studio;javafx.util.Callback#;javafx.scene.control.cell.TextFieldTreeCell#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1161;Orlando80-mongo_management_studio;javafx.scene.control.cell.TextFieldTreeCell#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1162;TomaszKorecki-InvestorAssistant;javafx.scene.chart.XYChart#;javafx.scene.Group#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1163;TomaszKorecki-InvestorAssistant;javafx.application.Application#;javafx.beans.value.ChangeListener#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1164;mrempala-sp;javafx.fxml.Initializable#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1165;mrempala-sp;javafx.fxml.Initializable#;javafx.beans.value.ChangeListener#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1166;mrempala-sp;javafx.fxml.Initializable#;javafx.fxml.Initializable#javafx.fxml.Initializable#;FIELD_DECLARATION-
1167;mrempala-sp;javafx.fxml.Initializable#;javafx.fxml.Initializable#;FIELD_DECLARATION-
1168;mrempala-sp;javafx.fxml.Initializable#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1169;mrempala-sp;javafx.fxml.Initializable#;javafx.fxml.Initializable#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-
1170;mrempala-sp;javafx.fxml.Initializable#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1171;mrempala-sp;javafx.fxml.Initializable#;javafx.beans.value.ChangeListener#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1172;mrempala-sp;javafx.fxml.Initializable#;javafx.fxml.Initializable#;FIELD_DECLARATION-
1173;mrempala-sp;javafx.fxml.Initializable#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1174;mrempala-sp;javafx.fxml.Initializable#;javafx.beans.value.ChangeListener#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1175;mrempala-sp;javafx.fxml.Initializable#;javafx.fxml.Initializable#javafx.fxml.Initializable#;FIELD_DECLARATION-
1176;mrempala-sp;javafx.fxml.Initializable#;javafx.fxml.Initializable#;FIELD_DECLARATION-
1177;mrempala-sp;javafx.fxml.Initializable#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1178;mrempala-sp;javafx.fxml.Initializable#;javafx.beans.value.ChangeListener#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1179;joe-degiovanni-Slipsheet;javafx.application.Application#;javafx.beans.value.ChangeListener#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1180;joe-degiovanni-Slipsheet;javafx.application.Application#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1181;joe-degiovanni-Slipsheet;javafx.application.Application#;javafx.concurrent.Task#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1182;gregory-lyons-voyage-to-venus;javafx.scene.shape.Circle#;javafx.scene.shape.Circle#;CLIENT_METHOD_DECLARATION-RETURN_TYPE-FIELD_DECLARATION-
1183;gregory-lyons-voyage-to-venus;javafx.scene.shape.Circle#;javafx.scene.shape.Circle#;CLIENT_METHOD_DECLARATION-RETURN_TYPE-FIELD_DECLARATION-
1184;gregory-lyons-voyage-to-venus;javafx.scene.shape.Rectangle#;javafx.scene.shape.Circle#;CLIENT_METHOD_DECLARATION-RETURN_TYPE-FIELD_DECLARATION-
1185;gregory-lyons-voyage-to-venus;javafx.scene.shape.Rectangle#;javafx.scene.shape.Circle#;CLIENT_METHOD_DECLARATION-RETURN_TYPE-FIELD_DECLARATION-
1186;didygo-gce-display;javafx.application.Application#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1187;didygo-gce-display;javafx.application.Application#;javafx.application.Application#;FIELD_DECLARATION-
1188;didygo-gce-display;javafx.application.Application#;javafx.beans.value.ChangeListener#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1189;didygo-gce-display;javafx.application.Application#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1190;didygo-gce-display;javafx.application.Application#;javafx.application.Application#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1191;didygo-gce-display;javafx.application.Application#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1192;didygo-gce-display;javafx.application.Application#;javafx.application.Application#;FIELD_DECLARATION-
1193;uinsion-Draughts;javafx.application.Application#;javafx.scene.control.Control#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-FIELD_DECLARATION-
1194;uinsion-Draughts;javafx.scene.control.Control#;javafx.scene.layout.Pane#;FIELD_DECLARATION-
1195;uinsion-Draughts;javafx.scene.layout.Pane#;javafx.scene.Group#;CLIENT_METHOD_DECLARATION-INSTANTIATION-FIELD_DECLARATION-
1196;hibbards011-JournalRepository;javafx.application.Application#;javafx.beans.value.ChangeListener#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1197;hibbards011-JournalRepository;javafx.application.Application#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1198;stepanovdg-VisualJadeMotionModel;javafx.concurrent.Task#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1199;stepanovdg-VisualJadeMotionModel;javafx.concurrent.Service#;javafx.concurrent.Task#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1200;stepanovdg-VisualJadeMotionModel;javafx.concurrent.Service#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1201;stepanovdg-VisualJadeMotionModel;javafx.concurrent.Service#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1202;stepanovdg-VisualJadeMotionModel;javafx.scene.Parent#;javafx.event.Event#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1203;stepanovdg-VisualJadeMotionModel;javafx.scene.Parent#;javafx.beans.value.ChangeListener#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1204;stepanovdg-VisualJadeMotionModel;javafx.application.Application#;javafx.scene.Parent#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-FIELD_DECLARATION-
1205;stepanovdg-VisualJadeMotionModel;javafx.application.Application#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1206;stepanovdg-VisualJadeMotionModel;javafx.application.Application#;javafx.event.Event#;FIELD_DECLARATION-
1207;stepanovdg-VisualJadeMotionModel;javafx.application.Application#;javafx.scene.Parent#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-FIELD_DECLARATION-
1208;stepanovdg-VisualJadeMotionModel;javafx.event.EventHandler#;javafx.event.Event#;OVERRIDING_METHOD_DECLARATION-PARAMETER_DECLARATION-
1209;Ellen102-test2;javafx.util.Callback#;javafx.scene.control.TableCell#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1210;Ellen102-test2;javafx.application.Application#;javafx.scene.layout.HBox#;CLIENT_METHOD_DECLARATION-INSTANTIATION-FIELD_DECLARATION-
1211;Ellen102-test2;javafx.application.Application#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1212;jperedadnr-Game2048HOL;javafx.scene.Group#;javafx.scene.control.Label#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-
1213;jperedadnr-Game2048HOL;javafx.scene.Group#;javafx.scene.Group#;FIELD_DECLARATION-
1214;jperedadnr-Game2048HOL;javafx.scene.Group#;javafx.scene.control.Label#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-
1215;jperedadnr-Game2048HOL;javafx.application.Application#;javafx.scene.Group#;FIELD_DECLARATION-
1216;lyonssp-Cee-lo;javafx.application.Application#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1217;DenisTyschenko-JavaFx-Graph;javafx.scene.shape.Line#;javafx.beans.binding.DoubleBinding#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1218;DenisTyschenko-JavaFx-Graph;javafx.scene.Group#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1219;onebeartoe-parking-lot-availability;javafx.application.Application#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1220;RomeoGolf-BC;javafx.fxml.Initializable#;javafx.beans.value.ChangeListener#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1221;RomeoGolf-BC;javafx.fxml.Initializable#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1222;RomeoGolf-BC;javafx.fxml.Initializable#;javafx.beans.value.ChangeListener#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1223;novosga-painel-fx;javafx.application.Application#;javafx.application.Application#;CLIENT_METHOD_DECLARATION-RETURN_TYPE-OVERRIDING_METHOD_DECLARATION-METHOD_CALL-OVERRIDING_METHOD_DECLARATION-INSTANTIATION-FIELD_DECLARATION-
1224;novosga-painel-fx;javafx.application.Application#;javafx.fxml.Initializable#;CLIENT_METHOD_DECLARATION-RETURN_TYPE-OVERRIDING_METHOD_DECLARATION-INSTANTIATION-FIELD_DECLARATION-
1225;novosga-painel-fx;javafx.fxml.Initializable#;javafx.application.Application#;OVERRIDING_METHOD_DECLARATION-METHOD_CALL-OVERRIDING_METHOD_DECLARATION-INSTANTIATION-FIELD_DECLARATION-
1226;novosga-painel-fx;javafx.fxml.Initializable#;javafx.application.Application#;FIELD_DECLARATION-
1227;novosga-painel-fx;javafx.fxml.Initializable#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1228;novosga-painel-fx;javafx.event.EventHandler#;javafx.application.Application#;OVERRIDING_METHOD_DECLARATION-METHOD_CALL-OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1229;novosga-painel-fx;javafx.event.EventHandler#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1230;novosga-painel-fx;javafx.application.Application#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1231;novosga-painel-fx;javafx.application.Application#;javafx.application.Application#;CLIENT_METHOD_DECLARATION-RETURN_TYPE-FIELD_DECLARATION-
1232;novosga-painel-fx;javafx.application.Application#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1233;idzik-Application-RCS;javafx.application.Application#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1234;idzik-Application-RCS;javafx.scene.layout.StackPane#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1235;idzik-Application-RCS;javafx.scene.layout.StackPane#;javafx.scene.control.Label#;CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-RETURN_TYPE-
1236;idzik-Application-RCS;javafx.scene.layout.VBox#;javafx.scene.layout.StackPane#;FIELD_DECLARATION-
1237;RUAN0007-FastestPathSimulator;javafx.fxml.Initializable#;javafx.beans.value.ChangeListener#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1238;szabel01-kontenery;javafx.fxml.Initializable#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1239;cmsimike-You-I;javafx.application.Application#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1240;Posejdon23-GeneticAlgorithm;javafx.application.Application#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1241;Posejdon23-GeneticAlgorithm;javafx.application.Application#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1242;dominique09-TP2-Demineur;javafx.event.EventHandler#;javafx.event.Event#;OVERRIDING_METHOD_DECLARATION-PARAMETER_DECLARATION-
1243;dinder-mufflin-igtv;javafx.scene.layout.AnchorPane#javafx.fxml.Initializable#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1244;dinder-mufflin-igtv;javafx.scene.layout.AnchorPane#javafx.fxml.Initializable#;javafx.application.Application#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-FIELD_DECLARATION-
1245;dinder-mufflin-igtv;javafx.scene.layout.AnchorPane#javafx.fxml.Initializable#;javafx.application.Application#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-FIELD_DECLARATION-
1246;dinder-mufflin-igtv;javafx.application.Application#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1247;martinezq-brainless;javafx.application.Application#;javafx.scene.Group#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1248;martinezq-brainless;javafx.scene.Group#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1249;glurbi-labifx;javafx.scene.layout.StackPane#;javafx.beans.Observable#;FIELD_DECLARATION-
1250;glurbi-labifx;javafx.scene.layout.StackPane#;javafx.scene.layout.VBox#;FIELD_DECLARATION-
1251;glurbi-labifx;javafx.scene.layout.StackPane#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1252;glurbi-labifx;javafx.scene.layout.StackPane#;javafx.scene.layout.Pane#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1253;glurbi-labifx;javafx.application.Application#;javafx.scene.layout.StackPane#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1254;glurbi-labifx;javafx.application.Application#;javafx.scene.layout.VBox#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-OVERRIDING_METHOD_DECLARATION-INSTANTIATION-OVERRIDING_METHOD_DECLARATION-INSTANTIATION-OVERRIDING_METHOD_DECLARATION-INSTANTIATION-OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1255;glurbi-labifx;javafx.application.Application#;javafx.beans.Observable#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-OVERRIDING_METHOD_DECLARATION-INSTANTIATION-OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
1256;glurbi-labifx;javafx.scene.layout.Pane#;javafx.beans.Observable#;FIELD_DECLARATION-
1257;glurbi-labifx;javafx.scene.layout.VBox#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1258;wwtg99-POMA;javafx.scene.layout.BorderPane#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1259;wwtg99-POMA;javafx.scene.layout.BorderPane#;javafx.fxml.Initializable#;FIELD_DECLARATION-
1260;wwtg99-POMA;javafx.scene.layout.BorderPane#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1261;wwtg99-POMA;javafx.scene.layout.BorderPane#;javafx.concurrent.Task#;CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-
1262;wwtg99-POMA;javafx.scene.layout.BorderPane#;javafx.concurrent.Task#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1263;wwtg99-POMA;javafx.scene.layout.BorderPane#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1264;wwtg99-POMA;javafx.scene.layout.BorderPane#;javafx.beans.value.ChangeListener#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1265;wwtg99-POMA;javafx.scene.layout.BorderPane#;javafx.fxml.Initializable#;FIELD_DECLARATION-
1266;wwtg99-POMA;javafx.fxml.Initializable#;javafx.scene.Group#;CLIENT_METHOD_DECLARATION-INSTANTIATION-FIELD_DECLARATION-
1267;wwtg99-POMA;javafx.scene.Group#;javafx.scene.Group#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1268;wwtg99-POMA;javafx.scene.Group#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1269;wwtg99-POMA;javafx.scene.Group#;javafx.scene.Group#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-
1270;wwtg99-POMA;javafx.scene.Group#;javafx.animation.AnimationTimer#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1271;wwtg99-POMA;javafx.fxml.Initializable#;javafx.util.Callback#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1272;wwtg99-POMA;javafx.scene.layout.BorderPane#;javafx.beans.value.ChangeListener#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1273;wwtg99-POMA;javafx.fxml.Initializable#;javafx.concurrent.Task#;CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-
1274;wwtg99-POMA;javafx.fxml.Initializable#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1275;wwtg99-POMA;javafx.scene.layout.BorderPane#;javafx.fxml.Initializable#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-FIELD_DECLARATION-
1276;wwtg99-POMA;javafx.scene.layout.BorderPane#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1277;wwtg99-POMA;javafx.scene.layout.BorderPane#;javafx.fxml.Initializable#;FIELD_DECLARATION-
1278;MrLoNee-RadialFx;javafx.event.EventHandler#;javafx.scene.Group#javafx.beans.value.ChangeListener#;FIELD_DECLARATION-
1279;MrLoNee-RadialFx;javafx.scene.Group#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1280;MrLoNee-RadialFx;javafx.scene.Group#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1281;MrLoNee-RadialFx;javafx.scene.Group#;javafx.beans.value.ChangeListener#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1282;MrLoNee-RadialFx;javafx.scene.Group#;javafx.scene.Group#javafx.beans.value.ChangeListener#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-
1283;MrLoNee-RadialFx;javafx.scene.layout.Region#;javafx.beans.binding.StringBinding#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
1284;MrLoNee-RadialFx;javafx.scene.layout.Region#;javafx.beans.binding.DoubleBinding#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
